Date,Item,Quantity Sold,Price per Unit,Total Sales ($)
2024-05-06,Cappuccino,45,5.38,242.1
2024-05-06,Latte,44,7.16,315.04
2024-05-06,Espresso,31,4.24,131.44
2024-05-06,Muffin,13,4.47,58.11
2024-05-06,Croissant,19,3.94,74.86
2024-05-06,Sandwich,31,7.99,247.69
2024-05-06,Cake,8,5.79,46.32
2024-05-06,Smoothie,15,7.15,107.25
2024-05-07,Coffee,17,5.58,94.86
2024-05-07,Tea,11,3.65,40.15
2024-05-07,Cappuccino,41,5.18,212.38
2024-05-07,Latte,28,7.27,203.56
2024-05-07,Espresso,29,7.15,207.35
2024-05-07,Muffin,13,7.62,99.06
2024-05-07,Croissant,38,5.47,207.86
2024-05-07,Sandwich,45,3.91,175.95
2024-05-07,Cake,22,7.68,168.96
2024-05-07,Smoothie,42,7.23,303.66
2024-05-08,Coffee,8,5.57,44.56
2024-05-08,Tea,6,5.15,30.9
2024-05-08,Cappuccino,43,2.8,120.4
2024-05-08,Latte,39,3.6,140.4
2024-05-08,Espresso,14,7.68,107.52
2024-05-08,Muffin,21,5.11,107.31
2024-05-08,Croissant,21,7.65,160.65
2024-05-08,Sandwich,38,5.63,213.94
2024-05-08,Cake,44,5.41,238.04
2024-05-08,Smoothie,15,6.78,101.7
2024-05-09,Coffee,26,5.32,138.32
2024-05-09,Tea,27,5.82,157.14
2024-05-09,Cappuccino,13,3.3,42.9
2024-05-09,Latte,5,5.52,27.6
2024-05-09,Espresso,11,3.77,41.47
2024-05-09,Muffin,12,5.43,65.16
2024-05-09,Croissant,6,5.7,34.2
2024-05-09,Sandwich,47,6.39,300.33
2024-05-09,Cake,35,6.4,224.0
2024-05-09,Smoothie,19,5.45,103.55
2024-05-10,Coffee,46,4.67,214.82
2024-05-10,Tea,6,7.16,42.96
2024-05-10,Cappuccino,15,3.86,57.9
2024-05-10,Latte,40,5.69,227.6
2024-05-10,Espresso,35,7.99,279.65
2024-05-10,Muffin,40,3.81,152.4
2024-05-10,Croissant,13,7.31,95.03
2024-05-10,Sandwich,42,6.89,289.38
2024-05-10,Cake,15,2.56,38.4
2024-05-10,Smoothie,15,6.01,90.15
2024-05-11,Coffee,19,3.36,63.84
2024-05-11,Tea,39,5.22,203.58
2024-05-11,Cappuccino,39,7.28,283.92
2024-05-11,Latte,47,4.39,206.33
2024-05-11,Espresso,7,4.61,32.27
2024-05-11,Muffin,29,7.77,225.33
2024-05-11,Croissant,50,2.56,128.0
2024-05-11,Sandwich,24,6.39,153.36
2024-05-11,Cake,18,5.58,100.44
2024-05-11,Smoothie,12,4.41,52.92
2024-05-12,Coffee,45,6.79,305.55
2024-05-12,Tea,6,7.17,43.02
2024-05-12,Cappuccino,50,6.57,328.5
2024-05-12,Latte,45,2.64,118.8
2024-05-12,Espresso,42,4.14,173.88
2024-05-12,Muffin,15,6.34,95.1
2024-05-12,Croissant,11,2.56,28.16
2024-05-12,Sandwich,40,6.38,255.2
2024-05-12,Cake,12,4.46,53.52
2024-05-12,Smoothie,41,4.65,190.65
2024-05-13,Coffee,14,7.58,106.12
2024-05-13,Tea,25,2.75,68.75
2024-05-13,Cappuccino,11,6.94,76.34
2024-05-13,Latte,31,5.14,159.34
2024-05-13,Espresso,24,7.44,178.56
2024-05-13,Muffin,22,3.97,87.34
2024-05-13,Croissant,13,4.75,61.75
2024-05-13,Sandwich,6,6.44,38.64
2024-05-13,Cake,20,3.28,65.6
2024-05-13,Smoothie,20,7.66,153.2
2024-05-14,Coffee,19,4.18,79.42
2024-05-14,Tea,41,4.52,185.32
2024-05-14,Cappuccino,11,4.82,53.02
2024-05-14,Latte,20,7.73,154.6
2024-05-14,Espresso,28,4.29,120.12
2024-05-14,Muffin,48,5.39,258.72
2024-05-14,Croissant,49,5.75,281.75
2024-05-14,Sandwich,10,7.26,72.6
2024-05-14,Cake,18,7.35,132.3
2024-05-14,Smoothie,16,5.17,82.72
2024-05-15,Coffee,22,6.72,147.84
2024-05-15,Tea,44,5.65,248.6
2024-05-15,Cappuccino,37,7.8,288.6
2024-05-15,Latte,13,4.25,55.25
2024-05-15,Espresso,50,7.49,374.5
2024-05-15,Muffin,22,7.76,170.72
2024-05-15,Croissant,21,4.28,89.88
2024-05-15,Sandwich,40,3.77,150.8
2024-05-15,Cake,42,7.74,325.08
2024-05-15,Smoothie,15,2.73,40.95
2024-05-16,Coffee,37,2.7,99.9
2024-05-16,Tea,22,4.98,109.56
2024-05-16,Cappuccino,44,3.85,169.4
2024-05-16,Latte,35,7.06,247.1
2024-05-16,Espresso,9,5.11,45.99
2024-05-16,Muffin,24,5.11,122.64
2024-05-16,Croissant,30,7.06,211.8
2024-05-16,Sandwich,19,4.91,93.29
2024-05-16,Cake,17,5.37,91.29
2024-05-16,Smoothie,44,7.78,342.32
2024-05-17,Coffee,43,3.62,155.66
2024-05-17,Tea,33,6.88,227.04
2024-05-17,Cappuccino,25,7.71,192.75
2024-05-17,Latte,31,2.78,86.18
2024-05-17,Espresso,42,5.37,225.54
2024-05-17,Muffin,31,6.54,202.74
2024-05-17,Croissant,21,7.63,160.23
2024-05-17,Sandwich,46,4.3,197.8
2024-05-17,Cake,18,4.58,82.44
2024-05-17,Smoothie,50,3.35,167.5
2024-05-18,Coffee,13,7.94,103.22
2024-05-18,Tea,25,2.99,74.75
2024-05-18,Cappuccino,30,5.97,179.1
2024-05-18,Latte,20,4.49,89.8
2024-05-18,Espresso,12,6.04,72.48
2024-05-18,Muffin,16,2.85,45.6
2024-05-18,Croissant,39,4.41,171.99
2024-05-18,Sandwich,46,6.09,280.14
2024-05-18,Cake,8,3.53,28.24
2024-05-18,Smoothie,40,7.27,290.8
2024-05-19,Coffee,47,3.16,148.52
2024-05-19,Tea,49,6.22,304.78
2024-05-19,Cappuccino,47,6.19,290.93
2024-05-19,Latte,34,4.11,139.74
2024-05-19,Espresso,7,5.62,39.34
2024-05-19,Muffin,42,7.56,317.52
2024-05-19,Croissant,42,4.65,195.3
2024-05-19,Sandwich,37,3.84,142.08
2024-05-19,Cake,42,3.47,145.74
2024-05-19,Smoothie,22,6.29,138.38
2024-05-20,Coffee,41,3.3,135.3
2024-05-20,Tea,37,7.62,281.94
2024-05-20,Cappuccino,38,4.17,158.46
2024-05-20,Latte,28,6.92,193.76
2024-05-20,Espresso,31,6.59,204.29
2024-05-20,Muffin,40,6.71,268.4
2024-05-20,Croissant,5,6.63,33.15
2024-05-20,Sandwich,27,4.87,131.49
2024-05-20,Cake,36,7.47,268.92
2024-05-20,Smoothie,36,5.44,195.84
2024-05-21,Coffee,47,3.26,153.22
2024-05-21,Tea,42,6.51,273.42
2024-05-21,Cappuccino,19,3.42,64.98
2024-05-21,Latte,39,2.64,102.96
2024-05-21,Espresso,16,4.44,71.04
2024-05-21,Muffin,5,5.06,25.3
2024-05-21,Croissant,32,4.04,129.28
2024-05-21,Sandwich,41,7.15,293.15
2024-05-21,Cake,12,4.81,57.72
2024-05-21,Smoothie,34,3.82,129.88
2024-05-22,Coffee,33,4.29,141.57
2024-05-22,Tea,22,4.91,108.02
2024-05-22,Cappuccino,11,7.52,82.72
2024-05-22,Latte,5,4.3,21.5
2024-05-22,Espresso,47,3.34,156.98
2024-05-22,Muffin,13,5.41,70.33
2024-05-22,Croissant,11,3.52,38.72
2024-05-22,Sandwich,7,4.42,30.94
2024-05-22,Cake,35,2.62,91.7
2024-05-22,Smoothie,16,3.01,48.16
2024-05-23,Coffee,11,5.36,58.96
2024-05-23,Tea,45,3.96,178.2
2024-05-23,Cappuccino,14,6.64,92.96
2024-05-23,Latte,39,3.61,140.79
2024-05-23,Espresso,42,2.93,123.06
2024-05-23,Muffin,35,4.68,163.8
2024-05-23,Croissant,13,2.69,34.97
2024-05-23,Sandwich,41,4.14,169.74
2024-05-23,Cake,15,4.33,64.95
2024-05-23,Smoothie,27,4.32,116.64
2024-05-24,Coffee,10,4.12,41.2
2024-05-24,Tea,7,2.6,18.2
2024-05-24,Cappuccino,15,3.49,52.35
2024-05-24,Latte,37,3.48,128.76
2024-05-24,Espresso,44,4.27,187.88
2024-05-24,Muffin,35,5.55,194.25
2024-05-24,Croissant,23,2.64,60.72
2024-05-24,Sandwich,6,6.17,37.02
2024-05-24,Cake,45,7.41,333.45
2024-05-24,Smoothie,45,4.39,197.55
2024-05-25,Coffee,41,4.82,197.62
2024-05-25,Tea,38,6.75,256.5
2024-05-25,Cappuccino,7,7.08,49.56
2024-05-25,Latte,35,5.33,186.55
2024-05-25,Espresso,15,5.09,76.35
2024-05-25,Muffin,36,4.65,167.4
2024-05-25,Croissant,38,4.4,167.2
2024-05-25,Sandwich,20,5.37,107.4
2024-05-25,Cake,21,7.03,147.63
2024-05-25,Smoothie,33,6.24,205.92
2024-05-26,Coffee,50,6.96,348.0
2024-05-26,Tea,21,7.98,167.58
2024-05-26,Cappuccino,35,5.9,206.5
2024-05-26,Latte,29,2.73,79.17
2024-05-26,Espresso,30,5.6,168.0
2024-05-26,Muffin,47,5.43,255.21
2024-05-26,Croissant,35,2.53,88.55
2024-05-26,Sandwich,11,2.94,32.34
2024-05-26,Cake,34,4.56,155.04
2024-05-26,Smoothie,26,7.15,185.9
2024-05-27,Coffee,26,6.23,161.98
2024-05-27,Tea,50,6.81,340.5
2024-05-27,Cappuccino,9,6.13,55.17
2024-05-27,Latte,25,4.91,122.75
2024-05-27,Espresso,24,7.4,177.6
2024-05-27,Muffin,43,4.97,213.71
2024-05-27,Croissant,15,4.5,67.5
2024-05-27,Sandwich,13,7.68,99.84
2024-05-27,Cake,16,2.7,43.2
2024-05-27,Smoothie,39,3.02,117.78
2024-05-28,Coffee,14,7.69,107.66
2024-05-28,Tea,11,4.18,45.98
2024-05-28,Cappuccino,36,5.54,199.44
2024-05-28,Latte,40,4.28,171.2
2024-05-28,Espresso,50,7.6,380.0
2024-05-28,Muffin,18,4.77,85.86
2024-05-28,Croissant,10,7.02,70.2
2024-05-28,Sandwich,26,3.96,102.96
2024-05-28,Cake,29,4.17,120.93
2024-05-28,Smoothie,8,3.33,26.64
2024-05-29,Coffee,44,2.6,114.4
2024-05-29,Tea,48,5.21,250.08
2024-05-29,Cappuccino,21,6.46,135.66
2024-05-29,Latte,9,2.88,25.92
2024-05-29,Espresso,13,4.85,63.05
2024-05-29,Muffin,32,4.49,143.68
2024-05-29,Croissant,28,3.84,107.52
2024-05-29,Sandwich,49,4.3,210.7
2024-05-29,Cake,12,7.35,88.2
2024-05-29,Smoothie,27,5.19,140.13
2024-05-30,Coffee,14,4.5,63.0
2024-05-30,Tea,25,3.39,84.75
2024-05-30,Cappuccino,8,6.16,49.28
2024-05-30,Latte,26,7.21,187.46
2024-05-30,Espresso,50,3.41,170.5
2024-05-30,Muffin,8,7.68,61.44
2024-05-30,Croissant,46,4.1,188.6
2024-05-30,Sandwich,42,3.96,166.32
2024-05-30,Cake,18,6.22,111.96
2024-05-30,Smoothie,25,4.02,100.5
2024-05-31,Coffee,24,2.79,66.96
2024-05-31,Tea,50,4.78,239.0
2024-05-31,Cappuccino,47,4.85,227.95
2024-05-31,Latte,48,5.79,277.92
2024-05-31,Espresso,20,7.23,144.6
2024-05-31,Muffin,39,6.76,263.64
2024-05-31,Croissant,21,7.3,153.3
2024-05-31,Sandwich,24,6.38,153.12
2024-05-31,Cake,38,4.74,180.12
2024-05-31,Smoothie,18,4.36,78.48
2024-06-01,Coffee,45,6.8,306.0
2024-06-01,Tea,15,7.14,107.1
2024-06-01,Cappuccino,45,3.01,135.45
2024-06-01,Latte,17,7.9,134.3
2024-06-01,Espresso,15,2.84,42.6
2024-06-01,Muffin,46,7.01,322.46
2024-06-01,Croissant,24,6.58,157.92
2024-06-01,Sandwich,31,7.08,219.48
2024-06-01,Cake,49,3.16,154.84
2024-06-01,Smoothie,23,2.78,63.94
2024-06-02,Coffee,48,3.99,191.52
2024-06-02,Tea,17,7.84,133.28
2024-06-02,Cappuccino,31,3.14,97.34
2024-06-02,Latte,41,7.57,310.37
2024-06-02,Espresso,32,5.61,179.52
2024-06-02,Muffin,30,7.76,232.8
2024-06-02,Croissant,12,3.85,46.2
2024-06-02,Sandwich,36,2.76,99.36
2024-06-02,Cake,33,4.45,146.85
2024-06-02,Smoothie,10,3.98,39.8
2024-06-03,Coffee,10,4.51,45.1
2024-06-03,Tea,32,4.73,151.36
2024-06-03,Cappuccino,33,6.7,221.1
2024-06-03,Latte,13,7.0,91.0
2024-06-03,Espresso,49,2.68,131.32
2024-06-03,Muffin,34,2.75,93.5
2024-06-03,Croissant,6,4.01,24.06
2024-06-03,Sandwich,46,4.03,185.38
2024-06-03,Cake,50,7.69,384.5
2024-06-03,Smoothie,33,6.06,199.98
2024-06-04,Coffee,43,3.95,169.85
2024-06-04,Tea,12,3.9,46.8
2024-06-04,Cappuccino,40,2.87,114.8
2024-06-04,Latte,34,6.59,224.06
2024-06-04,Espresso,27,3.51,94.77
2024-06-04,Muffin,26,4.18,108.68
2024-06-04,Croissant,16,6.89,110.24
2024-06-04,Sandwich,11,3.85,42.35
2024-06-04,Cake,10,6.77,67.7
2024-06-04,Smoothie,17,4.05,68.85
2024-06-05,Coffee,15,6.19,92.85
2024-06-05,Tea,37,6.58,243.46
2024-06-05,Cappuccino,36,6.28,226.08
2024-06-05,Latte,34,7.99,271.66
2024-06-05,Espresso,29,3.45,100.05
2024-06-05,Muffin,28,6.95,194.6
2024-06-05,Croissant,21,4.35,91.35
2024-06-05,Sandwich,34,5.3,180.2
2024-06-05,Cake,36,3.03,109.08
2024-06-05,Smoothie,24,2.81,67.44
2024-06-06,Coffee,38,6.99,265.62
2024-06-06,Tea,17,5.62,95.54
2024-06-06,Cappuccino,32,6.22,199.04
2024-06-06,Latte,27,2.74,73.98
2024-06-06,Espresso,42,7.96,334.32
2024-06-06,Muffin,26,4.91,127.66
2024-06-06,Croissant,12,5.44,65.28
2024-06-06,Sandwich,49,3.65,178.85
2024-06-06,Cake,28,3.04,85.12
2024-06-06,Smoothie,13,4.0,52.0
2024-06-07,Coffee,19,7.81,148.39
2024-06-07,Tea,40,4.99,199.6
2024-06-07,Cappuccino,34,6.95,236.3
2024-06-07,Latte,47,6.86,322.42
2024-06-07,Espresso,15,7.29,109.35
2024-06-07,Muffin,19,3.49,66.31
2024-06-07,Croissant,35,6.87,240.45
2024-06-07,Sandwich,35,7.16,250.6
2024-06-07,Cake,18,6.41,115.38
2024-06-07,Smoothie,24,3.46,83.04
2024-06-08,Coffee,13,7.58,98.54
2024-06-08,Tea,26,3.62,94.12
2024-06-08,Cappuccino,23,7.79,179.17
2024-06-08,Latte,34,6.01,204.34
2024-06-08,Espresso,25,2.52,63.0
2024-06-08,Muffin,6,5.1,30.6
2024-06-08,Croissant,15,5.21,78.15
2024-06-08,Sandwich,29,5.39,156.31
2024-06-08,Cake,31,6.91,214.21
2024-06-08,Smoothie,18,5.3,95.4
2024-06-09,Coffee,33,7.69,253.77
2024-06-09,Tea,5,3.79,18.95
2024-06-09,Cappuccino,45,4.1,184.5
2024-06-09,Latte,45,4.87,219.15
2024-06-09,Espresso,18,5.99,107.82
2024-06-09,Muffin,20,3.61,72.2
2024-06-09,Croissant,31,7.55,234.05
2024-06-09,Sandwich,39,5.49,214.11
2024-06-09,Cake,47,7.19,337.93
2024-06-09,Smoothie,20,4.2,84.0
2024-06-10,Coffee,50,2.85,142.5
2024-06-10,Tea,36,5.68,204.48
2024-06-10,Cappuccino,16,4.89,78.24
2024-06-10,Latte,50,4.67,233.5
2024-06-10,Espresso,21,7.77,163.17
2024-06-10,Muffin,11,6.65,73.15
2024-06-10,Croissant,5,3.87,19.35
2024-06-10,Sandwich,46,2.51,115.46
2024-06-10,Cake,21,5.52,115.92
2024-06-10,Smoothie,18,4.7,84.6
2024-06-11,Coffee,11,4.34,47.74
2024-06-11,Tea,41,5.59,229.19
2024-06-11,Cappuccino,38,4.08,155.04
2024-06-11,Latte,6,2.53,15.18
2024-06-11,Espresso,30,6.57,197.1
2024-06-11,Muffin,46,2.87,132.02
2024-06-11,Croissant,27,7.37,198.99
2024-06-11,Sandwich,6,5.74,34.44
2024-06-11,Cake,8,7.85,62.8
2024-06-11,Smoothie,45,6.77,304.65
2024-06-12,Coffee,22,3.93,86.46
2024-06-12,Tea,36,2.63,94.68
2024-06-12,Cappuccino,50,3.46,173.0
2024-06-12,Latte,20,7.58,151.6
2024-06-12,Espresso,46,3.99,183.54
2024-06-12,Muffin,21,7.45,156.45
2024-06-12,Croissant,28,7.49,209.72
2024-06-12,Sandwich,12,6.2,74.4
2024-06-12,Cake,7,6.72,47.04
2024-06-12,Smoothie,49,5.34,261.66
2024-06-13,Coffee,39,6.45,251.55
2024-06-13,Tea,14,3.01,42.14
2024-06-13,Cappuccino,35,6.26,219.1
2024-06-13,Latte,45,7.15,321.75
2024-06-13,Espresso,38,5.22,198.36
2024-06-13,Muffin,24,6.19,148.56
2024-06-13,Croissant,21,6.11,128.31
2024-06-13,Sandwich,5,6.91,34.55
2024-06-13,Cake,49,3.83,187.67
2024-06-13,Smoothie,29,6.56,190.24
2024-06-14,Coffee,14,5.94,83.16
2024-06-14,Tea,23,3.79,87.17
2024-06-14,Cappuccino,23,4.95,113.85
2024-06-14,Latte,37,5.39,199.43
2024-06-14,Espresso,33,2.59,85.47
2024-06-14,Muffin,43,3.56,153.08
2024-06-14,Croissant,16,5.44,87.04
2024-06-14,Sandwich,19,2.92,55.48
2024-06-14,Cake,45,4.22,189.9
2024-06-14,Smoothie,48,7.74,371.52
2024-06-15,Coffee,25,2.87,71.75
2024-06-15,Tea,12,7.53,90.36
2024-06-15,Cappuccino,39,7.78,303.42
2024-06-15,Latte,49,5.19,254.31
2024-06-15,Espresso,40,4.89,195.6
2024-06-15,Muffin,35,6.25,218.75
2024-06-15,Croissant,20,3.65,73.0
2024-06-15,Sandwich,13,7.4,96.2
2024-06-15,Cake,7,6.1,42.7
2024-06-15,Smoothie,49,5.72,280.28
2024-06-16,Coffee,24,7.35,176.4
2024-06-16,Tea,17,7.9,134.3
2024-06-16,Cappuccino,20,3.49,69.8
2024-06-16,Latte,8,2.75,22.0
2024-06-16,Espresso,7,3.5,24.5
2024-06-16,Muffin,33,2.56,84.48
2024-06-16,Croissant,25,6.67,166.75
2024-06-16,Sandwich,34,5.69,193.46
2024-06-16,Cake,41,6.77,277.57
2024-06-16,Smoothie,34,3.92,133.28
2024-06-17,Coffee,16,4.3,68.8
2024-06-17,Tea,11,7.65,84.15
2024-06-17,Cappuccino,32,4.46,142.72
2024-06-17,Latte,19,4.82,91.58
2024-06-17,Espresso,12,5.91,70.92
2024-06-17,Muffin,48,5.37,257.76
2024-06-17,Croissant,35,5.88,205.8
2024-06-17,Sandwich,5,3.24,16.2
2024-06-17,Cake,31,5.81,180.11
2024-06-17,Smoothie,6,5.17,31.02
2024-06-18,Coffee,43,7.1,305.3
2024-06-18,Tea,18,6.35,114.3
2024-06-18,Cappuccino,5,5.11,25.55
2024-06-18,Latte,50,7.06,353.0
2024-06-18,Espresso,49,3.19,156.31
2024-06-18,Muffin,14,4.99,69.86
2024-06-18,Croissant,6,7.72,46.32
2024-06-18,Sandwich,26,5.69,147.94
2024-06-18,Cake,30,5.78,173.4
2024-06-18,Smoothie,35,4.57,159.95
2024-06-19,Coffee,8,4.71,37.68
2024-06-19,Tea,48,4.59,220.32
2024-06-19,Cappuccino,44,3.64,160.16
2024-06-19,Latte,42,3.35,140.7
2024-06-19,Espresso,5,3.57,17.85
2024-06-19,Muffin,7,6.26,43.82
2024-06-19,Croissant,40,7.47,298.8
2024-06-19,Sandwich,40,2.89,115.6
2024-06-19,Cake,23,4.67,107.41
2024-06-19,Smoothie,13,5.61,72.93
2024-06-20,Coffee,31,5.61,173.91
2024-06-20,Tea,27,2.87,77.49
2024-06-20,Cappuccino,12,3.04,36.48
2024-06-20,Latte,31,6.7,207.7
2024-06-20,Espresso,16,5.84,93.44
2024-06-20,Muffin,47,3.51,164.97
2024-06-20,Croissant,50,3.6,180.0
2024-06-20,Sandwich,8,7.96,63.68
2024-06-20,Cake,22,6.42,141.24
2024-06-20,Smoothie,26,3.27,85.02
2024-06-21,Coffee,8,5.31,42.48
2024-06-21,Tea,18,6.45,116.1
2024-06-21,Cappuccino,37,7.54,278.98
2024-06-21,Latte,33,7.35,242.55
2024-06-21,Espresso,7,6.82,47.74
2024-06-21,Muffin,47,5.41,254.27
2024-06-21,Croissant,19,3.88,73.72
2024-06-21,Sandwich,7,4.36,30.52
2024-06-21,Cake,48,4.94,237.12
2024-06-21,Smoothie,17,7.57,128.69
2024-06-22,Coffee,19,3.12,59.28
2024-06-22,Tea,23,4.76,109.48
2024-06-22,Cappuccino,17,7.54,128.18
2024-06-22,Latte,29,3.87,112.23
2024-06-22,Espresso,18,4.2,75.6
2024-06-22,Muffin,35,3.11,108.85
2024-06-22,Croissant,42,4.56,191.52
2024-06-22,Sandwich,18,5.74,103.32
2024-06-22,Cake,32,7.66,245.12
2024-06-22,Smoothie,33,4.35,143.55
2024-06-23,Coffee,18,7.65,137.7
2024-06-23,Tea,23,7.37,169.51
2024-06-23,Cappuccino,27,4.72,127.44
2024-06-23,Latte,20,3.22,64.4
2024-06-23,Espresso,27,5.46,147.42
2024-06-23,Muffin,12,6.29,75.48
2024-06-23,Croissant,20,4.86,97.2
2024-06-23,Sandwich,46,3.12,143.52
2024-06-23,Cake,25,6.0,150.0
2024-06-23,Smoothie,42,7.85,329.7
2024-06-24,Coffee,37,7.49,277.13
2024-06-24,Tea,27,4.12,111.24
2024-06-24,Cappuccino,25,7.52,188.0
2024-06-24,Latte,34,3.57,121.38
2024-06-24,Espresso,6,3.93,23.58
2024-06-24,Muffin,46,7.93,364.78
2024-06-24,Croissant,27,4.27,115.29
2024-06-24,Sandwich,37,4.93,182.41
2024-06-24,Cake,15,4.89,73.35
2024-06-24,Smoothie,38,5.47,207.86
2024-06-25,Coffee,13,3.77,49.01
2024-06-25,Tea,5,6.12,30.6
2024-06-25,Cappuccino,43,3.21,138.03
2024-06-25,Latte,24,5.82,139.68
2024-06-25,Espresso,50,4.1,205.0
2024-06-25,Muffin,42,4.8,201.6
2024-06-25,Croissant,6,3.61,21.66
2024-06-25,Sandwich,18,2.65,47.7
2024-06-25,Cake,16,7.69,123.04
2024-06-25,Smoothie,39,6.21,242.19
2024-06-26,Coffee,11,3.73,41.03
2024-06-26,Tea,39,5.82,226.98
2024-06-26,Cappuccino,23,4.07,93.61
2024-06-26,Latte,47,5.89,276.83
2024-06-26,Espresso,15,4.48,67.2
2024-06-26,Muffin,7,3.0,21.0
2024-06-26,Croissant,41,7.69,315.29
2024-06-26,Sandwich,46,3.69,169.74
2024-06-26,Cake,11,6.4,70.4
2024-06-26,Smoothie,34,6.67,226.78
2024-06-27,Coffee,14,3.7,51.8
2024-06-27,Tea,15,3.25,48.75
2024-06-27,Cappuccino,30,5.15,154.5
2024-06-27,Latte,19,2.61,49.59
2024-06-27,Espresso,15,5.61,84.15
2024-06-27,Muffin,33,5.23,172.59
2024-06-27,Croissant,31,3.6,111.6
2024-06-27,Sandwich,18,2.61,46.98
2024-06-27,Cake,29,4.35,126.15
2024-06-27,Smoothie,49,4.2,205.8
2024-06-28,Coffee,13,4.63,60.19
2024-06-28,Tea,11,4.68,51.48
2024-06-28,Cappuccino,33,4.26,140.58
2024-06-28,Latte,49,7.4,362.6
2024-06-28,Espresso,8,7.74,61.92
2024-06-28,Muffin,17,7.49,127.33
2024-06-28,Croissant,16,7.69,123.04
2024-06-28,Sandwich,24,4.12,98.88
2024-06-28,Cake,35,6.14,214.9
2024-06-28,Smoothie,32,3.93,125.76
2024-06-29,Coffee,40,7.6,304.0
2024-06-29,Tea,14,4.84,67.76
2024-06-29,Cappuccino,8,4.1,32.8
2024-06-29,Latte,10,7.65,76.5
2024-06-29,Espresso,12,2.58,30.96
2024-06-29,Muffin,10,2.75,27.5
2024-06-29,Croissant,27,7.31,197.37
2024-06-29,Sandwich,30,3.26,97.8
2024-06-29,Cake,39,6.77,264.03
2024-06-29,Smoothie,21,3.59,75.39
2024-06-30,Coffee,44,3.4,149.6
2024-06-30,Tea,27,4.09,110.43
2024-06-30,Cappuccino,8,4.36,34.88
2024-06-30,Latte,5,4.33,21.65
2024-06-30,Espresso,6,5.74,34.44
2024-06-30,Muffin,30,6.51,195.3
2024-06-30,Croissant,20,4.83,96.6
2024-06-30,Sandwich,29,5.86,169.94
2024-06-30,Cake,13,3.66,47.58
2024-06-30,Smoothie,13,7.73,100.49
2024-07-01,Coffee,36,7.49,269.64
2024-07-01,Tea,25,5.54,138.5
2024-07-01,Cappuccino,11,3.24,35.64
2024-07-01,Latte,26,4.2,109.2
2024-07-01,Espresso,43,6.12,263.16
2024-07-01,Muffin,40,3.07,122.8
2024-07-01,Croissant,25,4.06,101.5
2024-07-01,Sandwich,43,4.74,203.82
2024-07-01,Cake,11,5.81,63.91
2024-07-01,Smoothie,49,7.47,366.03
2024-07-02,Coffee,36,4.88,175.68
2024-07-02,Tea,46,2.58,118.68
2024-07-02,Cappuccino,24,2.85,68.4
2024-07-02,Latte,12,7.14,85.68
2024-07-02,Espresso,47,6.31,296.57
2024-07-02,Muffin,33,4.58,151.14
2024-07-02,Croissant,35,5.6,196.0
2024-07-02,Sandwich,41,3.09,126.69
2024-07-02,Cake,6,7.8,46.8
2024-07-02,Smoothie,47,3.57,167.79
2024-07-03,Coffee,22,3.25,71.5
2024-07-03,Tea,33,7.98,263.34
2024-07-03,Cappuccino,42,5.46,229.32
2024-07-03,Latte,27,3.83,103.41
2024-07-03,Espresso,36,3.79,136.44
2024-07-03,Muffin,37,4.32,159.84
2024-07-03,Croissant,40,7.23,289.2
2024-07-03,Sandwich,26,3.99,103.74
2024-07-03,Cake,35,3.78,132.3
2024-07-03,Smoothie,45,3.48,156.6
2024-07-04,Coffee,42,4.91,206.22
2024-07-04,Tea,12,3.64,43.68
2024-07-04,Cappuccino,44,4.02,176.88
2024-07-04,Latte,12,2.51,30.12
2024-07-04,Espresso,23,5.71,131.33
2024-07-04,Muffin,6,6.15,36.9
2024-07-04,Croissant,49,7.68,376.32
2024-07-04,Sandwich,17,2.71,46.07
2024-07-04,Cake,11,4.3,47.3
2024-07-04,Smoothie,26,3.23,83.98
2024-07-05,Coffee,13,6.3,81.9
2024-07-05,Tea,34,3.73,126.82
2024-07-05,Cappuccino,40,2.99,119.6
2024-07-05,Latte,39,5.77,225.03
2024-07-05,Espresso,16,7.33,117.28
2024-07-05,Muffin,42,7.39,310.38
2024-07-05,Croissant,28,7.02,196.56
2024-07-05,Sandwich,7,3.97,27.79
2024-07-05,Cake,34,3.07,104.38
2024-07-05,Smoothie,24,7.72,185.28
2024-07-06,Coffee,40,4.14,165.6
2024-07-06,Tea,43,5.37,230.91
2024-07-06,Cappuccino,21,7.28,152.88
2024-07-06,Latte,42,4.77,200.34
2024-07-06,Espresso,44,4.77,209.88
2024-07-06,Muffin,45,5.91,265.95
2024-07-06,Croissant,43,3.03,130.29
2024-07-06,Sandwich,31,2.57,79.67
2024-07-06,Cake,7,6.6,46.2
2024-07-06,Smoothie,8,4.08,32.64
2024-07-07,Coffee,44,6.16,271.04
2024-07-07,Tea,41,5.29,216.89
2024-07-07,Cappuccino,35,7.41,259.35
2024-07-07,Latte,8,6.73,53.84
2024-07-07,Espresso,47,7.18,337.46
2024-07-07,Muffin,30,6.06,181.8
2024-07-07,Croissant,47,7.45,350.15
2024-07-07,Sandwich,39,7.97,310.83
2024-07-07,Cake,25,5.59,139.75
2024-07-07,Smoothie,31,7.07,219.17
2024-07-08,Coffee,42,7.98,335.16
2024-07-08,Tea,6,2.73,16.38
2024-07-08,Cappuccino,42,4.48,188.16
2024-07-08,Latte,17,3.98,67.66
